"","X","Area","Area.S","segment","Julian.Date","Season","Survey","Effort","Beaufort","Glare","Subjective","SST","DEPTH","DIST2SHORE","DIST125","phat","g0_ship","ds_ship","g0_plane","ds_plane","Species_DS_Num","Species_Hab_Num","NSights"
"6517",6517,100,18.3978,"3033244.2012.39",308,3,2,10.221,3.288,3,2.5,14.37114143,-25.40786362,42.9278183,80221.82437,0.095045738,-9999,-9999,0.67,0.902547736,-9999,1,0
"6520",6520,100,11.3382,"3031349.2012.39",308,3,2,6.299,3.8,3,2.5,14.45908642,-58.70163727,235.5515594,43329.08211,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"6523",6523,100,6.9102,"3031350.2012.39",308,3,2,3.839,3.8,3,2.5,14.33245468,-64.63395691,233.2258301,33532.19858,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"6526",6526,100,7.677,"3031356.2012.39",308,3,2,4.265,3.4,3,3,14.40151787,-314.8956909,226.2978973,8439.903082,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6529",6529,100,17.4456,"3031595.2012.39",308,3,2,9.692,3.4,3,3,14.3890419,-146.9486389,236.4064331,2062.107554,0.089726777,-9999,-9999,0.67,0.358076369,-9999,1,0
"6532",6532,89.443203,9.1818,"3031793.2012.39",308,3,2,5.101,2.8,3,3,14.39469242,-17.84219933,2.548344612,138715.9215,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"6535",6535,92.993667,26.1252,"3031794.2012.39",308,3,2,14.514,3.977,1.692,2.346,14.55013371,-19.97353935,3.888933182,131420.8709,0.066316566,-9999,-9999,0.67,0.264652271,-9999,1,0
"6538",6538,99.217726,10.2636,"3031795.2012.39",308,3,2,5.702,3.525,0,1.5,14.41821766,-18.54664421,5.241641045,122239.8805,0.084099799,-9999,-9999,0.67,0.335620557,-9999,1,0
"6541",6541,100,0.4878,"3031796.2012.39",308,3,2,0.271,3,3,3,14.28491783,-17.47809601,4.263738155,112982.3113,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6544",6544,100,0.4518,"3031797.2012.39",308,3,2,0.251,2,3,3.25,14.36883068,-13.57408714,0.008000508,103862.4896,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6547",6547,100,15.8292,"3031805.2012.39",308,3,2,8.794,1.2,3,3.25,12.80494499,-11.86100006,8.089128494,42624.49948,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
"6550",6550,100,2.5686,"3031806.2012.39",308,3,2,1.427,1.2,3,3.25,12.73987484,-14.24026489,17.00227928,37961.64349,0.226160412,-9999,-9999,0.67,0.902547736,-9999,1,0
"6553",6553,100,12.591,"3031829.2012.39",308,3,2,6.995,3.8,3,2.5,14.51204014,-62.50245667,242.1291656,44404.68103,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"6556",6556,100,18.0108,"3032033.2012.39",308,3,2,10.006,2.8,3,3,14.61377048,-29.92780113,8.805638313,129121.9852,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"6559",6559,100,32.6538,"3032034.2012.39",308,3,2,18.141,3.66,1.864,2.638,14.68031216,-29.88145256,11.88459587,126560.3493,0.078378586,-9999,-9999,0.67,0.312788676,-9999,1,0
"6562",6562,100,21.915,"3032035.2012.39",308,3,2,12.175,3.658,0.534,1.767,14.63625908,-26.77895355,13.23720074,124530.8306,0.078460711,-9999,-9999,0.67,0.313116412,-9999,1,0
"6565",6565,100,18.0054,"3032036.2012.39",308,3,2,10.003,3,3,3,14.53333282,-28.87822914,9.558113098,117275.8226,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6568",6568,100,18.0054,"3032276.2012.39",308,3,2,10.003,3,3,3,14.79181194,-38.13467026,15.76619434,113110.8091,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6571",6571,99.986729,18.0198,"3032037.2012.39",308,3,2,10.011,2.21,3,3.25,14.55362606,-25.68307304,4.991873264,108514.7267,0.159547619,-9999,-9999,0.67,0.6367133,-9999,1,0
"6574",6574,100,18.0198,"3032280.2012.39",308,3,2,10.011,2.406,3,2.75,14.45683575,-29.8038063,12.35374832,90267.46082,0.146221381,-9999,-9999,0.67,0.6367133,-9999,1,0
"6577",6577,100,18.0198,"3032520.2012.39",308,3,2,10.011,2.605,3,2.75,14.43087864,-38.31103897,22.17225456,97414.79668,0.133301937,-9999,-9999,0.67,0.6367133,-9999,1,0
"6580",6580,100,18.0198,"3032760.2012.39",308,3,2,10.011,2.8,3,2.75,14.55516052,-43.05107498,30.31300354,94900.09853,0.121371284,-9999,-9999,0.67,0.6367133,-9999,1,0
"6583",6583,100,18.0198,"3033240.2012.39",308,3,2,10.011,2.8,3,2.75,14.97630024,-52.87411499,46.20249939,75226.90503,0.121371284,-9999,-9999,0.67,0.6367133,-9999,1,0
"6586",6586,100,18.0198,"3033480.2012.39",308,3,2,10.011,2.8,3,2.75,15.19525337,-54.70285797,55.23495102,65464.61934,0.121371284,-9999,-9999,0.67,0.6367133,-9999,1,0
"6589",6589,100,18.0198,"3033720.2012.39",308,3,2,10.011,2.8,3,2.75,15.57754898,-58.29835129,65.0980835,55786.6089,0.121371284,-9999,-9999,0.67,0.6367133,-9999,1,0
"6592",6592,51.707027,9.252,"3032038.2012.39",308,3,2,5.14,3,3,3,14.42201233,-5.593624115,0,99938.39586,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6595",6595,88.847668,10.1772,"3032040.2012.39",308,3,2,5.654,2,3,2.75,13.8174696,-13.1708765,2.363759518,83638.6989,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6598",6598,100,11.826,"3032041.2012.39",308,3,2,6.57,2,3,3,13.44445229,-9.398972511,4.607207298,76128.18444,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6601",6601,81.4643,18.4374,"3032045.2012.39",308,3,2,10.243,1.337,3,3.25,12.90034389,-7.195775509,2.764231682,51290.03654,0.218592821,-9999,-9999,0.67,0.87234744,-9999,1,0
"6604",6604,44.991276,10.8342,"3032265.2012.39",308,3,2,6.019,2.1,3,2.973,14.81270027,-10,0,156464.5341,0.167213629,-9999,-9999,0.67,0.667306363,-9999,1,0
"6607",6607,100,36.5094,"3032273.2012.39",308,3,2,20.283,3.459,1.987,2.747,14.77226162,-35.5152626,13.91635132,119594.5954,0.087030679,-9999,-9999,0.67,0.347316942,-9999,1,0
"6610",6610,100,13.851,"3032274.2012.39",308,3,2,7.695,4.798,1,1.503,14.72583866,-36.30346298,21.8807106,116824.2356,0.042718478,-9999,-9999,0.67,0.170478401,-9999,1,0
"6613",6613,100,36.0288,"3032275.2012.39",308,3,2,20.016,3.318,1.5,2.25,14.70694351,-39.09059143,22.23320198,114723.9585,0.093594971,-9999,-9999,0.67,0.373513335,-9999,1,0
"6616",6616,100,36.0288,"3032515.2012.39",308,3,2,20.016,3.15,1.5,2.328,14.70058441,-36.81903839,28.18684387,104953.5389,0.10196784,-9999,-9999,0.67,0.373513335,-9999,1,0
"6619",6619,100,36.0288,"3032755.2012.39",308,3,2,20.016,3.15,1.5,2.5,14.78511047,-35.93386078,33,95150.91708,0.10196784,-9999,-9999,0.67,0.373513335,-9999,1,0
"6622",6622,100,36.0288,"3032995.2012.39",308,3,2,20.016,3.016,1.5,2.5,14.83562374,-49.09387589,38.23958588,85346.80549,0.109083743,-9999,-9999,0.67,0.373513335,-9999,1,0
"6625",6625,100,18.0162,"3032277.2012.39",308,3,2,10.009,3,3,3.25,14.68036842,-27.35268021,6.473775387,112367.8053,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6628",6628,100,18.0162,"3032278.2012.39",308,3,2,10.009,3,3,3,14.55991459,-19.19763565,3.152162075,105584.4561,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6631",6631,100,18.0162,"3032517.2012.39",308,3,2,10.009,3.289,3,2.904,14.79972267,-30.44733429,12.9764204,102372.7625,0.09499707,-9999,-9999,0.67,0.438819802,-9999,1,0
"6634",6634,100,18.0162,"3032518.2012.39",308,3,2,10.009,3,3,3,14.74484062,-33.07497025,11.35901833,102531.2201,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6637",6637,100,18.0162,"3032756.2012.39",308,3,2,10.009,3,3,2.5,14.9103384,-35.97470474,26.98976326,93281.14846,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6640",6640,100,18.0162,"3032757.2012.39",308,3,2,10.009,3.443,3,2.75,15.00711155,-38.34540176,22.47850609,92378.7929,0.087754683,-9999,-9999,0.67,0.438819802,-9999,1,0
"6643",6643,100,18.0162,"3032996.2012.39",308,3,2,10.009,3,3,2.5,14.88964748,-48.55228806,35.52188873,83396.83145,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6646",6646,100,18.0162,"3033477.2012.39",308,3,2,10.009,4.135,3,2.75,15.32443714,-56.82615662,51.95887375,62408.47305,0.060974021,-9999,-9999,0.67,0.438819802,-9999,1,0
"6649",6649,100,18.0162,"3033717.2012.39",308,3,2,10.009,4.593,3,2.518,15.64144707,-63.40061951,61.48089981,52425.91242,0.047708501,-9999,-9999,0.67,0.438819802,-9999,1,0
"6652",6652,100,14.1858,"3032279.2012.39",308,3,2,7.881,3,3,2.75,14.53498363,-26.89336395,10.8433609,97714.61499,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6655",6655,100,18.0234,"3032281.2012.39",308,3,2,10.013,2,3,3,14.18815136,-30.09405899,13.60191154,83287.75088,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6658",6658,100,18.0234,"3032521.2012.39",308,3,2,10.013,2,3,3,14.24464226,-35.78869629,21.7592144,90848.88653,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6661",6661,100,18.0234,"3032523.2012.39",308,3,2,10.013,2,3,3.5,13.47387695,-24.51981163,13.48274899,78679.1129,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6664",6664,100,18.0234,"3032761.2012.39",308,3,2,10.013,2,3,3,14.35422707,-40.57795715,30.59244347,97006.17379,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6667",6667,100,18.0234,"3032763.2012.39",308,3,2,10.013,2.248,3,3.5,13.78686237,-27.16999245,23.47749519,87202.19369,0.156925956,-9999,-9999,0.67,0.695383532,-9999,1,0
"6670",6670,100,18.0234,"3033001.2012.39",308,3,2,10.013,2,3,3,14.53883839,-44.04302979,39.58825302,87388.36874,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6673",6673,100,18.0234,"3033003.2012.39",308,3,2,10.013,2.6,3,3.4,14.11016846,-30.12530708,33.37166595,90896.51687,0.133617766,-9999,-9999,0.67,0.695383532,-9999,1,0
"6676",6676,100,18.0234,"3033243.2012.39",308,3,2,10.013,2.6,3,3,14.52174282,-36.90987396,43.15256119,80936.76541,0.133617766,-9999,-9999,0.67,0.695383532,-9999,1,0
"6679",6679,100,18.0234,"3033483.2012.39",308,3,2,10.013,2.736,3,3,14.91946602,-42.89398575,52.46785736,70988.33172,0.12520196,-9999,-9999,0.67,0.695383532,-9999,1,0
"6682",6682,100,18.0234,"3033723.2012.39",308,3,2,10.013,3,3,3,15.4781332,-46.91184616,62.45980453,61056.74743,0.109959466,-9999,-9999,0.67,0.695383532,-9999,1,0
"6685",6685,97.605167,12.5856,"3032283.2012.39",308,3,2,6.992,2,3,3.5,13.27879906,-15.67057323,4.488354206,70491.84654,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6688",6688,86.125363,13.0878,"3032284.2012.39",308,3,2,7.271,1.8,3,3,13.08463478,-14.60038662,2.949775457,64888.63766,0.188324034,-9999,-9999,0.67,0.751552533,-9999,1,0
"6691",6691,98.60065,18.2898,"3032285.2012.39",308,3,2,10.161,1.964,3,3.045,12.98047924,-14.45154285,5.239288807,60322.15222,0.176788963,-9999,-9999,0.67,0.705519047,-9999,1,0
"6694",6694,100,18.2898,"3035414.2012.39",308,3,2,10.161,4.8,3,2,20.94454384,-1059.633911,163.0678864,20864.40225,0.042672392,-9999,-9999,0.67,0.705519047,-9999,1,0
"6697",6697,100,18.2898,"3035654.2012.39",308,3,2,10.161,4.8,3,2,21.44251251,-1684.452515,171.3065796,27781.9822,0.042672392,-9999,-9999,0.67,0.705519047,-9999,1,0
"6700",6700,100,1.161,"3032291.2012.39",308,3,2,0.645,1.5,3,3.5,13.42529678,-65.75949097,62.24341202,11389.47172,0.208583382,-9999,-9999,0.67,0.832402354,-9999,1,0
"6703",6703,100,5.2164,"3032297.2012.39",308,3,2,2.898,3.2,3,3,14.97253609,-53.532444,121.6275711,34776.19476,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6706",6706,100,22.1544,"3032501.2012.39",308,3,2,12.308,1.4,2.899,3.459,15.02876854,-13.98740768,5.387813568,164044.7103,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6709",6709,100,20.9736,"3032502.2012.39",308,3,2,11.652,2.057,3,3.25,14.97277832,-18.1835556,5.58453846,159347.7466,0.17023373,-9999,-9999,0.67,0.679358808,-9999,1,0
"6712",6712,100,7.3512,"3032503.2012.39",308,3,2,4.084,2.1,3,3.25,15.16775227,-20.95388222,6.507168293,155112.9676,0.167213629,-9999,-9999,0.67,0.667306363,-9999,1,0
"6715",6715,100,12.1266,"3032504.2012.39",308,3,2,6.737,2.1,3,2.75,15.00897884,-25.77661133,7.817269325,151190.0135,0.167213629,-9999,-9999,0.67,0.667306363,-9999,1,0
"6718",6718,95.434971,12.8484,"3032505.2012.39",308,3,2,7.138,2.1,3,2.87,14.82667637,-26.66141319,4,147834.8544,0.167213629,-9999,-9999,0.67,0.667306363,-9999,1,0
"6721",6721,96.217646,13.3146,"3032506.2012.39",308,3,2,7.397,2.472,3,3,14.74355221,-29.09494591,1.991770148,142377.2952,0.141860185,-9999,-9999,0.67,0.566127325,-9999,1,0
"6724",6724,100,36.5472,"3032513.2012.39",308,3,2,20.304,3.478,1.986,2.849,14.80303288,-35.10764313,14,110151.0202,0.086177787,-9999,-9999,0.67,0.34391327,-9999,1,0
"6727",6727,100,36.5472,"3032753.2012.39",308,3,2,20.304,3.454,1.986,2.873,14.79637527,-40.94683075,15.96885777,100610.3579,0.087256362,-9999,-9999,0.67,0.34391327,-9999,1,0
"6730",6730,100,36.5472,"3032993.2012.39",308,3,2,20.304,3.454,1.986,2.873,14.75889301,-47.15325165,22.53155518,91091.8499,0.087256362,-9999,-9999,0.67,0.34391327,-9999,1,0
"6733",6733,100,18.0126,"3032514.2012.39",308,3,2,10.007,4.461,1,1.5,14.73355198,-42.21797943,24,107136.7453,0.05121618,-9999,-9999,0.67,0.204390534,-9999,1,0
"6736",6736,100,18.0126,"3032994.2012.39",308,3,2,10.007,3.974,1,2.5,14.78327465,-48.8898201,29.9186554,87971.82662,0.066422146,-9999,-9999,0.67,0.204390534,-9999,1,0
"6739",6739,100,18.0126,"3033234.2012.39",308,3,2,10.007,3.8,1,2.5,14.95088863,-55.08012009,36.77927017,78545.04146,0.072821311,-9999,-9999,0.67,0.204390534,-9999,1,0
"6742",6742,100,18.0126,"3033474.2012.39",308,3,2,10.007,3.009,1,2.893,15.11053562,-59.62603378,44.86774826,69002.91159,0.109466189,-9999,-9999,0.67,0.204390534,-9999,1,0
"6745",6745,100,18.0432,"3032516.2012.39",308,3,2,10.024,3,3,2.952,14.83878613,-33.66705704,19.54018402,103187.761,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6748",6748,100,18.5418,"3032519.2012.39",308,3,2,10.301,3,3,2.75,14.62011051,-37.32489395,16.55755043,103373.2362,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6751",6751,100,18.027,"3032524.2012.39",308,3,2,10.015,1.8,3,3,13.25043583,-20.39478874,12.94378281,73650.22164,0.188324034,-9999,-9999,0.67,0.751552533,-9999,1,0
"6754",6754,100,18.027,"3034205.2012.39",308,3,2,10.015,2.643,3,3,16.69806099,-68.2974472,83.38088226,40611.42192,0.130917373,-9999,-9999,0.67,0.751552533,-9999,1,0
"6757",6757,100,18.3906,"3032525.2012.39",308,3,2,10.217,2,3,3,13.13835907,-18.78505516,14.41692924,66040.98534,0.174249205,-9999,-9999,0.67,0.695383532,-9999,1,0
"6760",6760,100,5.7798,"3032530.2012.39",308,3,2,3.211,1.5,3,3.5,13.43784714,-42.48671341,54.60622025,24733.85268,0.208583382,-9999,-9999,0.67,0.832402354,-9999,1,0
"6763",6763,100,12.6468,"3032531.2012.39",308,3,2,7.026,1.5,3,3.5,13.62651443,-56.87704086,64.02340698,17114.78064,0.208583382,-9999,-9999,0.67,0.832402354,-9999,1,0
"6766",6766,100,2.6496,"3032536.2012.39",308,3,2,1.472,3.2,3,3,14.82758236,-57.13204193,112.9458237,33760.32998,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6769",6769,100,15.66,"3032537.2012.39",308,3,2,8.7,3.2,3,3,14.99571896,-49.1210289,122.7879486,41113.58322,0.099412427,-9999,-9999,0.67,0.396729298,-9999,1,0
"6772",6772,100,18.2754,"3032555.2012.39",308,3,2,10.153,3.564,3,3,15.39313507,-1180.993164,276.2745056,12241.7052,0.082409588,-9999,-9999,0.67,0.328875362,-9999,1,0
"6775",6775,64.654871,18.8622,"3032737.2012.39",308,3,2,10.479,1.4,2.026,3.157,15.03450489,-2.062438488,1.429191351,174296.2569,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6778",6778,98.707812,4.1868,"3032738.2012.39",308,3,2,2.326,1.4,3,3.25,15.01052952,-11.94322205,3.864150524,170425.5858,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6781",6781,100,4.3578,"3032740.2012.39",308,3,2,2.421,1.4,2,3.75,15.30638313,-24.24894524,12.19878101,160860.174,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6784",6784,100,15.1632,"3032741.2012.39",308,3,2,8.424,1.4,2,3.75,15.17478466,-27.54212761,14,155425.3291,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6787",6787,100,13.6242,"3032743.2012.39",308,3,2,7.569,2.1,3,3.25,15.13855457,-24.01590919,9.209888458,146010.6435,0.167213629,-9999,-9999,0.67,0.667306363,-9999,1,0
"6790",6790,72.868217,22.9698,"3032744.2012.39",308,3,2,12.761,2.1,3,2.975,14.99268913,-21.15390968,2.102257729,141926.3133,0.167213629,-9999,-9999,0.67,0.667306363,-9999,1,0
"6793",6793,100,18.0144,"3032754.2012.39",308,3,2,10.008,4.151,1,2.249,14.75467777,-40.1736908,24.82324982,97512.36895,0.060456304,-9999,-9999,0.67,0.241265481,-9999,1,0
"6796",6796,100,18.0144,"3033473.2012.39",308,3,2,10.008,3.391,3,2.805,15.06203079,-59.77498627,40.52788162,72281.05796,0.090144423,-9999,-9999,0.67,0.241265481,-9999,1,0
"6799",6799,100,18.018,"3032758.2012.39",308,3,2,10.01,3.433,3,3,14.96571159,-42.9515152,21.35530472,92554.36218,0.088209877,-9999,-9999,0.67,0.352022816,-9999,1,0
"6802",6802,100,18.018,"3033239.2012.39",308,3,2,10.01,4.296,3,2.644,15.11196899,-52.70376205,42.74883652,73551.86542,0.055951456,-9999,-9999,0.67,0.352022816,-9999,1,0
"6805",6805,100,18.018,"3033479.2012.39",308,3,2,10.01,4.7,3,2.5,15.26987267,-58.05738831,52.65834808,63648.72889,0.045037101,-9999,-9999,0.67,0.352022816,-9999,1,0
"6808",6808,100,18.018,"3033719.2012.39",308,3,2,10.01,4.7,3,2.5,15.61554337,-61.45031357,61.83423233,53781.44934,0.045037101,-9999,-9999,0.67,0.352022816,-9999,1,0
"6811",6811,100,18.018,"3033959.2012.39",308,3,2,10.01,4.7,3,2.5,15.96088123,-65.20898438,71.74131775,43974.17425,0.045037101,-9999,-9999,0.67,0.352022816,-9999,1,0
"6814",6814,100,18.468,"3032759.2012.39",308,3,2,10.26,3.308,3,2.75,14.76727486,-44.50045776,24.01620674,93420.07091,0.094076432,-9999,-9999,0.67,0.375434718,-9999,1,0
"6817",6817,100,13.0644,"3032764.2012.39",308,3,2,7.258,1.889,3,3,13.59890842,-21.1822567,22.93813133,79763.80986,0.182077848,-9999,-9999,0.67,0.726625621,-9999,1,0
"6820",6820,100,23.355,"3032765.2012.39",308,3,2,12.975,2.347,3,3,13.47340298,-23.53072929,23.41085243,71499.19926,0.150177993,-9999,-9999,0.67,0.599321547,-9999,1,0
"6823",6823,100,18.4284,"3032770.2012.39",308,3,2,10.238,1.738,3,3.5,13.71049881,-39.09857941,57.87533951,31224.33538,0.192635687,-9999,-9999,0.67,0.768759228,-9999,1,0
"6826",6826,100,18.4284,"3033010.2012.39",308,3,2,10.238,2,3,3.5,14.07644463,-35.78149414,62.95832062,39219.31608,0.174249205,-9999,-9999,0.67,0.768759228,-9999,1,0
"6829",6829,100,18.4284,"3033250.2012.39",308,3,2,10.238,2,3,3.5,14.3925724,-36.447052,68.46537781,47972.39153,0.174249205,-9999,-9999,0.67,0.768759228,-9999,1,0
"6832",6832,100,18.4284,"3033490.2012.39",308,3,2,10.238,2.013,3,3.49,14.82938862,-43.86010742,75.71951294,57136.20654,0.173332551,-9999,-9999,0.67,0.768759228,-9999,1,0
"6835",6835,100,18.4284,"3033969.2012.39",308,3,2,10.238,3,3,3,15.74921036,-59.14422226,85.3864975,51881.19369,0.109959466,-9999,-9999,0.67,0.768759228,-9999,1,0
"6838",6838,100,18.4284,"3034209.2012.39",308,3,2,10.238,3,3,2.977,16.36149979,-64.2223587,94.38002777,45936.44072,0.109959466,-9999,-9999,0.67,0.768759228,-9999,1,0
"6841",6841,100,18.4284,"3034449.2012.39",308,3,2,10.238,3.102,3,2.5,17.16578674,-68.69140625,103.3737946,39221.94189,0.104471993,-9999,-9999,0.67,0.768759228,-9999,1,0
"6844",6844,100,18.3078,"3032776.2012.39",308,3,2,10.171,3.054,3,3,14.84165478,-53.5790863,115.097374,40256.06232,0.107026179,-9999,-9999,0.67,0.427113811,-9999,1,0
"6847",6847,100,18.3078,"3033016.2012.39",308,3,2,10.171,3,3,3,14.8881216,-57.7187767,117.5729065,47401.94874,0.109959466,-9999,-9999,0.67,0.427113811,-9999,1,0
"6850",6850,100,18.3078,"3033256.2012.39",308,3,2,10.171,3,3,3,14.95623302,-58.68366241,120.8718262,51230.0979,0.109959466,-9999,-9999,0.67,0.427113811,-9999,1,0
"6853",6853,100,18.3078,"3033496.2012.39",308,3,2,10.171,3.26,3,3,15.2112751,-60.83280182,124.8019867,46021.44868,0.096417115,-9999,-9999,0.67,0.427113811,-9999,1,0
"6856",6856,100,18.3078,"3033736.2012.39",308,3,2,10.171,3.3,3,3,15.56908512,-62.07064438,129.3195953,37475.90749,0.094463131,-9999,-9999,0.67,0.427113811,-9999,1,0
"6859",6859,100,18.3078,"3034215.2012.39",308,3,2,10.171,3.91,3,3,16.83565903,-76.85364532,132.387558,24109.87291,0.068712356,-9999,-9999,0.67,0.427113811,-9999,1,0
"6862",6862,100,18.3078,"3034455.2012.39",308,3,2,10.171,4,3,2.851,17.81095695,-88.80258942,139.4742279,14789.2609,0.065512335,-9999,-9999,0.67,0.427113811,-9999,1,0
"6865",6865,100,11.3886,"3032788.2012.39",308,3,2,6.327,4,3,2.5,15.45314407,-83.72923279,233.2180328,26678.98921,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6868",6868,100,6.8598,"3032789.2012.39",308,3,2,3.811,4,3,2.5,15.65349007,-86.01257324,243.0443115,21115.99289,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6871",6871,100,13.2066,"3032794.2012.39",308,3,2,7.337,3.637,3,3,15.6937933,-1007.925598,286.4039001,11658.11702,0.079327747,-9999,-9999,0.67,0.316576529,-9999,1,0
"6874",6874,100,4.7106,"3032795.2012.39",308,3,2,2.617,3.8,3,3,15.79385567,-1793.49707,286.2417908,18731.24913,0.072821311,-9999,-9999,0.67,0.290611025,-9999,1,0
"6877",6877,95.069047,17.9946,"3032976.2012.39",308,3,2,9.997,1.4,2,3,14.98246574,-12.87958336,2.813422918,169812.5882,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6880",6880,100,3.4848,"3032977.2012.39",308,3,2,1.936,1.4,2,3,15.04183865,-20.60057259,8.314509392,165233.1992,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6883",6883,100,15.7734,"3032978.2012.39",308,3,2,8.763,1.4,3,3.25,15.0083437,-24.54005814,6.140100479,161144.981,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6886",6886,100,19.8612,"3032979.2012.39",308,3,2,11.034,1.4,3,3.25,15.22376537,-24.23677254,5.97838974,157586.1661,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6889",6889,100,26.1054,"3032980.2012.39",308,3,2,14.503,1.4,2.798,3.487,15.27118874,-27.56811714,5.804859161,152716.605,0.214838403,-9999,-9999,0.67,0.857364525,-9999,1,0
"6892",6892,100,15.6006,"3032997.2012.39",308,3,2,8.667,4,3,2.75,15.04841232,-49.65045166,31.96391296,82386.28514,0.065512335,-9999,-9999,0.67,0.261442794,-9999,1,0
"6895",6895,100,31.2894,"3032998.2012.39",308,3,2,17.383,3.776,3,2.772,15.08061314,-50.2205162,31.3519783,82583.10152,0.073747521,-9999,-9999,0.67,0.294307291,-9999,1,0
"6898",6898,100,5.247,"3032999.2012.39",308,3,2,2.915,3.449,3,2.75,14.95415401,-49.40237045,33.47633362,83478.10096,0.087482561,-9999,-9999,0.67,0.349120285,-9999,1,0
"6901",6901,100,17.8524,"3033000.2012.39",308,3,2,9.918,2.8,3,2.75,14.76651287,-48.59251404,38.16413879,85044.44702,0.121371284,-9999,-9999,0.67,0.484361416,-9999,1,0
"6904",6904,100,18.4014,"3033004.2012.39",308,3,2,10.223,3,3,2.635,13.93128204,-23.75855637,32.93281174,85498.09892,0.109959466,-9999,-9999,0.67,0.438819802,-9999,1,0
"6907",6907,100,18.0252,"3033005.2012.39",308,3,2,10.014,1.6,3,3,13.79427433,-21.95064545,33.40509796,77697.28476,0.20203108,-9999,-9999,0.67,0.80625381,-9999,1,0
"6910",6910,100,18.0252,"3033245.2012.39",308,3,2,10.014,1.6,3,3,14.22293663,-20.44045639,43.3996582,80451.92796,0.20203108,-9999,-9999,0.67,0.80625381,-9999,1,0
